,BUSCADOR DE CARRERAS 2026,,,,,,,,,,,,,,,,,,Porcentaje de matriculados según establecimiento de origen,,,,,,,,,,,Ponderaciones,,,,,,,,
Código único de carrera ,Código institución ,Área del conocimiento,Tipo de institución,Nombre institución,Nombre carrera,Región,Jornada,Sede,Arancel Anual 2026,Costo de titulación,Duración Formal (semestres),Nivel carrera ,Matrícula Total Femenina 2025,Matrícula Total Masculina 2025,Matrícula Total 2025,Matrícula 1er año Femenina 2025,Matrícula 1er año Masculina 2025,Matrícula 1er año Total 2025,Municipal y Servicios Locales,Particular Subvencionado ,Particular Pagado,Administración Delegada,Titulación Femenina 2024,Titlación Masculina 2024,Titulación Total 2024,Rango ingreso a 1er año con PAES 2025,Promedio PAES 2025 de Matrícula 1er año 2025,Promedio NEM 2025 de Matrícula 2025,Vacantes 1er semestre ,NEM,Ranking ,PAES Lenguaje,PAES Matemáticas ,PAES Matemáticas 2,PAES Historia ,PAES Ciencias ,Otros ,Área Carrera Genérica
I456S4C75J2V1,456,Administración y Comercio,Centros de Formación Técnica,CFT CEDUC - UCN,GASTRONOMIA TERRITORIAL E INTERCULTURAL,Biobío,Vespertina,SEDE HUALPEN,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,16,12,28,11,10,21,57.1%,33.3%,4.8%,4.8%,0,0,0, - , - , 5.4 ,40,0,0,0,0,0,0,0,0,Técnico en Gastronomía y Cocina
I456S5C10J1V1,456,Tecnología,Centros de Formación Técnica,CFT CEDUC - UCN,MAQUINARIA PESADA,Coquimbo,Diurna,SEDE CHOAPA,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,31,104,135,15,47,62,63.7%,36.3%,0.0%,0.0%,3,16,19, - , - , 5.8 ,60,0,0,0,0,0,0,0,0,Técnico en Mantenimiento Industrial
I456S5C10J2V1,456,Tecnología,Centros de Formación Técnica,CFT CEDUC - UCN,MAQUINARIA PESADA,Coquimbo,Vespertina,SEDE CHOAPA,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,29,76,105,17,45,62,76.8%,23.2%,0.0%,0.0%,4,10,14, - , - , 5.7 ,60,0,0,0,0,0,0,0,0,Técnico en Mantenimiento Industrial
I456S5C13J1V1,456,Salud,Centros de Formación Técnica,CFT CEDUC - UCN,ENFERMERIA Y TELEMEDICINA,Coquimbo,Diurna,SEDE CHOAPA,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,90,16,106,27,6,33,66.7%,32.3%,1.0%,0.0%,24,0,24, - , - , 5.8 ,30,0,0,0,0,0,0,0,0,Técnico en Enfermería
I456S5C13J2V1,456,Salud,Centros de Formación Técnica,CFT CEDUC - UCN,ENFERMERIA Y TELEMEDICINA,Coquimbo,Vespertina,SEDE CHOAPA,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,30,0,0,0,0,0,0,0,0,Técnico en Enfermería
I456S5C16J1V1,456,Tecnología,Centros de Formación Técnica,CFT CEDUC - UCN,MECANICA DE EQUIPO PESADO,Coquimbo,Diurna,SEDE CHOAPA,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,5,71,76,2,24,26,63.9%,36.1%,0.0%,0.0%,2,14,16, - , - , 5.7 ,30,0,0,0,0,0,0,0,0,Técnico en Mecánica Industrial
I456S5C16J2V1,456,Tecnología,Centros de Formación Técnica,CFT CEDUC - UCN,MECANICA DE EQUIPO PESADO,Coquimbo,Vespertina,SEDE CHOAPA,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,1,0,1, - , - , s/i ,30,0,0,0,0,0,0,0,0,Técnico en Mecánica Industrial
I456S5C28J1V1,456,Tecnología,Centros de Formación Técnica,CFT CEDUC - UCN,OPERACION DE PLANTAS MINERAS,Coquimbo,Diurna,SEDE CHOAPA,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,44,32,76,18,14,32,67.6%,32.4%,0.0%,0.0%,17,14,31, - , - , 5.9 ,30,0,0,0,0,0,0,0,0,Técnico en Minería
I456S5C28J2V1,456,Tecnología,Centros de Formación Técnica,CFT CEDUC - UCN,OPERACION DE PLANTAS MINERAS,Coquimbo,Vespertina,SEDE CHOAPA,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,7,8,15,0,0,0,92.9%,7.1%,0.0%,0.0%,2,0,2, - , - , 5.6 ,30,0,0,0,0,0,0,0,0,Técnico en Minería
I456S5C38J1V1,456,Tecnología,Centros de Formación Técnica,CFT CEDUC - UCN,ELECTRICIDAD Y EFICIENCIA ENERGETICA,Coquimbo,Diurna,SEDE CHOAPA,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,8,71,79,2,29,31,65.8%,32.9%,0.0%,1.3%,4,22,26, - , - , 5.8 ,30,0,0,0,0,0,0,0,0,Técnico en Electricidad y Electricidad Industrial
I456S5C38J2V1,456,Tecnología,Centros de Formación Técnica,CFT CEDUC - UCN,ELECTRICIDAD Y EFICIENCIA ENERGETICA,Coquimbo,Vespertina,SEDE CHOAPA,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,30,0,0,0,0,0,0,0,0,Técnico en Electricidad y Electricidad Industrial
I456S5C49J1V1,456,Educación,Centros de Formación Técnica,CFT CEDUC - UCN,EDUCACION DE PARVULOS,Coquimbo,Diurna,SEDE CHOAPA,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,77,0,77,36,0,36,65.8%,34.2%,0.0%,0.0%,21,0,21, - , - , 5.7 ,30,0,0,0,0,0,0,0,0,Técnico Asistente del Educador de Párvulos
I456S5C49J2V1,456,Educación,Centros de Formación Técnica,CFT CEDUC - UCN,EDUCACION DE PARVULOS,Coquimbo,Vespertina,SEDE CHOAPA,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,3,0,3, - , - , s/i ,30,0,0,0,0,0,0,0,0,Técnico Asistente del Educador de Párvulos
I456S5C4J1V1,456,Tecnología,Centros de Formación Técnica,CFT CEDUC - UCN,PREVENCION DE RIESGOS,Coquimbo,Diurna,SEDE CHOAPA,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,30,0,0,0,0,0,0,0,0,Técnico en Prevención de Riesgos
I456S5C4J2V1,456,Tecnología,Centros de Formación Técnica,CFT CEDUC - UCN,PREVENCION DE RIESGOS,Coquimbo,Vespertina,SEDE CHOAPA,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,30,0,0,0,0,0,0,0,0,Técnico en Prevención de Riesgos
I456S5C62J1V1,456,Tecnología,Centros de Formación Técnica,CFT CEDUC - UCN,MANTENIMIENTO INDUSTRIAL Y MECATRONICA,Coquimbo,Diurna,SEDE CHOAPA,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,5,26,31,5,25,30,79.3%,20.7%,0.0%,0.0%,0,0,0, - , - , 5.9 ,30,0,0,0,0,0,0,0,0,Técnico en Mantenimiento Industrial
I456S5C62J2V1,456,Tecnología,Centros de Formación Técnica,CFT CEDUC - UCN,MANTENIMIENTO INDUSTRIAL Y MECATRONICA,Coquimbo,Vespertina,SEDE CHOAPA,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,30,0,0,0,0,0,0,0,0,Técnico en Mantenimiento Industrial
I456S5C66J1V1,456,Administración y Comercio,Centros de Formación Técnica,CFT CEDUC - UCN,ADMINISTRACION DE EMPRESAS MENCION LOGISTICA,Coquimbo,Diurna,SEDE CHOAPA,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,29,4,33,29,4,33,50.0%,46.9%,3.1%,0.0%,0,0,0, - , - , 5.8 ,30,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I456S5C66J2V1,456,Administración y Comercio,Centros de Formación Técnica,CFT CEDUC - UCN,ADMINISTRACION DE EMPRESAS MENCION LOGISTICA,Coquimbo,Vespertina,SEDE CHOAPA,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,21,6,27,21,6,27,76.5%,17.6%,0.0%,5.9%,0,0,0, - , - , 5.9 ,30,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I456S6C10J1V1,456,Tecnología,Centros de Formación Técnica,CFT CEDUC - UCN,MAQUINARIA PESADA,Los Lagos,Diurna,SEDE CHILOE,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,9,44,53,6,17,23,80.8%,19.2%,0.0%,0.0%,0,0,0, - , - , 5.7 ,40,0,0,0,0,0,0,0,0,Técnico en Mantenimiento Industrial
I456S6C10J2V1,456,Tecnología,Centros de Formación Técnica,CFT CEDUC - UCN,MAQUINARIA PESADA,Los Lagos,Vespertina,SEDE CHILOE,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,40,0,0,0,0,0,0,0,0,Técnico en Mantenimiento Industrial
I456S6C13J1V1,456,Salud,Centros de Formación Técnica,CFT CEDUC - UCN,ENFERMERIA Y TELEMEDICINA,Los Lagos,Diurna,SEDE CHILOE,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,67,10,77,31,6,37,63.5%,36.5%,0.0%,0.0%,0,0,0, - , - , 5.9 ,40,0,0,0,0,0,0,0,0,Técnico en Enfermería
I456S6C13J2V1,456,Salud,Centros de Formación Técnica,CFT CEDUC - UCN,ENFERMERIA Y TELEMEDICINA,Los Lagos,Vespertina,SEDE CHILOE,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,40,0,0,0,0,0,0,0,0,Técnico en Enfermería
I456S6C16J1V1,456,Tecnología,Centros de Formación Técnica,CFT CEDUC - UCN,MECANICA DE EQUIPO PESADO,Los Lagos,Diurna,SEDE CHILOE,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,2,64,66,1,43,44,76.9%,23.1%,0.0%,0.0%,0,0,0, - , - , 5.5 ,40,0,0,0,0,0,0,0,0,Técnico en Mecánica Industrial
I456S6C16J2V1,456,Tecnología,Centros de Formación Técnica,CFT CEDUC - UCN,MECANICA DE EQUIPO PESADO,Los Lagos,Vespertina,SEDE CHILOE,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,40,0,0,0,0,0,0,0,0,Técnico en Mecánica Industrial
I456S6C38J1V1,456,Tecnología,Centros de Formación Técnica,CFT CEDUC - UCN,ELECTRICIDAD Y EFICIENCIA ENERGETICA,Los Lagos,Diurna,SEDE CHILOE,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,5,35,40,3,22,25,42.5%,57.5%,0.0%,0.0%,0,0,0, - , - , 5.7 ,40,0,0,0,0,0,0,0,0,Técnico en Electricidad y Electricidad Industrial
I456S6C38J2V1,456,Tecnología,Centros de Formación Técnica,CFT CEDUC - UCN,ELECTRICIDAD Y EFICIENCIA ENERGETICA,Los Lagos,Vespertina,SEDE CHILOE,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,0,14,14,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,40,0,0,0,0,0,0,0,0,Técnico en Electricidad y Electricidad Industrial
I456S6C4J1V1,456,Tecnología,Centros de Formación Técnica,CFT CEDUC - UCN,PREVENCION DE RIESGOS,Los Lagos,Diurna,SEDE CHILOE,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,40,0,0,0,0,0,0,0,0,Técnico en Prevención de Riesgos
I456S6C4J2V1,456,Tecnología,Centros de Formación Técnica,CFT CEDUC - UCN,PREVENCION DE RIESGOS,Los Lagos,Vespertina,SEDE CHILOE,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,40,0,0,0,0,0,0,0,0,Técnico en Prevención de Riesgos
I456S6C66J1V1,456,Administración y Comercio,Centros de Formación Técnica,CFT CEDUC - UCN,ADMINISTRACION DE EMPRESAS MENCION LOGISTICA,Los Lagos,Diurna,SEDE CHILOE,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,14,8,22,14,8,22,60.0%,40.0%,0.0%,0.0%,0,0,0, - , - , 5.6 ,40,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I456S6C66J2V1,456,Administración y Comercio,Centros de Formación Técnica,CFT CEDUC - UCN,ADMINISTRACION DE EMPRESAS MENCION LOGISTICA,Los Lagos,Vespertina,SEDE CHILOE,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,40,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I456S6C75J1V1,456,Administración y Comercio,Centros de Formación Técnica,CFT CEDUC - UCN,GASTRONOMIA TERRITORIAL E INTERCULTURAL,Los Lagos,Diurna,SEDE CHILOE,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,69,33,102,32,18,50,68.0%,32.0%,0.0%,0.0%,0,0,0, - , - , 5.8 ,40,0,0,0,0,0,0,0,0,Técnico en Gastronomía y Cocina
I456S6C75J2V1,456,Administración y Comercio,Centros de Formación Técnica,CFT CEDUC - UCN,GASTRONOMIA TERRITORIAL E INTERCULTURAL,Los Lagos,Vespertina,SEDE CHILOE,$ 2.373.718,$ 160.695,5,Técnica de Nivel Superior,19,12,31,6,9,15,43.5%,56.5%,0.0%,0.0%,0,0,0, - , - , 5.5 ,40,0,0,0,0,0,0,0,0,Técnico en Gastronomía y Cocina
I534S1C44J4V1,534,Administración y Comercio,Centros de Formación Técnica,CFT ASISTE,TECNICO EN ADMINISTRACION EN SEGURIDAD PRIVADA,Metropolitana,A Distancia,CASA CENTRAL (SANTIAGO),$ 1.162.800,$ 153.000,4,Técnica de Nivel Superior,40,196,236,0,0,0,41.6%,54.0%,2.7%,1.8%,6,21,27, - , - , 5.5 ,300,0,0,0,0,0,0,0,0,Técnico en Seguridad Privada
I534S1C71J4V1,534,Administración y Comercio,Centros de Formación Técnica,CFT ASISTE,TECNICO NIVEL SUPERIOR EN SISTEMA DE SEGURIDAD ELECTRONICA Y COMUNICACION Y ENLACE,Metropolitana,A Distancia,CASA CENTRAL (SANTIAGO),$ 1.162.800,$ 153.000,4,Técnica de Nivel Superior,1,52,53,0,0,0,56.3%,31.3%,0.0%,12.5%,0,7,7, - , - , 5.5 ,100,0,0,0,0,0,0,0,0,Técnico en Seguridad Privada
I629S0C100J1V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN LOGISTICA,Valparaíso,Diurna,CASA CENTRAL (VALPARAISO),$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,21,23,44,6,14,20,60.0%,37.5%,2.5%,0.0%,0,0,0, - , - , 5.8 ,25,0,0,0,0,0,0,0,0,Técnico en Logística
I629S0C100J2V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN LOGISTICA,Valparaíso,Vespertina,CASA CENTRAL (VALPARAISO),$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,32,23,55,16,10,26,54.1%,43.2%,2.7%,0.0%,8,16,24, - , - , 5.8 ,25,0,0,0,0,0,0,0,0,Técnico en Logística
I629S0C100J4V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN LOGISTICA,Valparaíso,A Distancia,CASA CENTRAL (VALPARAISO),$ 1.800.000,$ 900.000,5,Técnica de Nivel Superior,18,34,52,6,13,19,47.6%,47.6%,4.8%,0.0%,0,0,0, - , - , 5.5 ,45,0,0,0,0,0,0,0,0,Técnico en Logística
I629S0C10J1V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN OPERACIONES PORTUARIAS,Valparaíso,Diurna,CASA CENTRAL (VALPARAISO),$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,36,33,69,11,18,29,52.4%,46.0%,1.6%,0.0%,7,7,14, - , - , 5.6 ,30,0,0,0,0,0,0,0,0,Técnico en Transporte Marítimo y Puertos
I629S0C10J2V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN OPERACIONES PORTUARIAS,Valparaíso,Vespertina,CASA CENTRAL (VALPARAISO),$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,28,19,47,10,10,20,50.0%,50.0%,0.0%,0.0%,4,3,7, - , - , 5.4 ,25,0,0,0,0,0,0,0,0,Técnico en Transporte Marítimo y Puertos
I629S0C10J4V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN OPERACIONES PORTUARIAS,Valparaíso,A Distancia,CASA CENTRAL (VALPARAISO),$ 1.800.000,$ 900.000,5,Técnica de Nivel Superior,3,4,7,3,4,7,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,30,0,0,0,0,0,0,0,0,Técnico en Transporte Marítimo y Puertos
I629S0C113J1V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS,Valparaíso,Diurna,CASA CENTRAL (VALPARAISO),$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,17,10,27,13,7,20,56.0%,40.0%,4.0%,0.0%,6,2,8, - , - , 5.6 ,25,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I629S0C113J2V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS,Valparaíso,Vespertina,CASA CENTRAL (VALPARAISO),$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,40,11,51,14,7,21,48.4%,51.6%,0.0%,0.0%,7,3,10, - , - , 5.5 ,25,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I629S0C113J4V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS,Valparaíso,A Distancia,CASA CENTRAL (VALPARAISO),$ 1.800.000,$ 900.000,5,Técnica de Nivel Superior,47,24,71,26,8,34,26.3%,64.9%,5.3%,3.5%,0,0,0, - , - , 5.7 ,80,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I629S0C115J4V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD GENERAL,Valparaíso,A Distancia,CASA CENTRAL (VALPARAISO),$ 1.800.000,$ 900.000,5,Técnica de Nivel Superior,47,22,69,18,10,28,40.9%,50.0%,2.3%,6.8%,0,0,0, - , - , 5.6 ,45,0,0,0,0,0,0,0,0,Técnico en Contabilidad General
I629S0C116J1V1,629,Educación,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA,Valparaíso,Diurna,CASA CENTRAL (VALPARAISO),$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,115,1,116,42,0,42,61.0%,35.2%,0.0%,3.8%,13,0,13, - , - , 5.6 ,50,0,0,0,0,0,0,0,0,Técnico Asistente del Educador de Párvulos
I629S0C136J4V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN PREVENCION DE RIESGOS,Valparaíso,A Distancia,CASA CENTRAL (VALPARAISO),$ 1.800.000,$ 900.000,5,Técnica de Nivel Superior,19,12,31,7,8,15,58.3%,41.7%,0.0%,0.0%,0,0,0, - , - , 5.6 ,40,0,0,0,0,0,0,0,0,Técnico en Prevención de Riesgos
I629S0C141J1V1,629,Salud,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA,Valparaíso,Diurna,CASA CENTRAL (VALPARAISO),$ 2.900.000,$ 1.450.000,6,Técnica de Nivel Superior,85,18,103,29,9,38,46.1%,50.6%,2.2%,1.1%,21,0,21, - , - , 5.7 ,50,0,0,0,0,0,0,0,0,Técnico en Enfermería
I629S0C141J2V1,629,Salud,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA,Valparaíso,Vespertina,CASA CENTRAL (VALPARAISO),$ 2.900.000,$ 1.450.000,6,Técnica de Nivel Superior,52,10,62,23,4,27,38.0%,62.0%,0.0%,0.0%,7,3,10, - , - , 5.8 ,25,0,0,0,0,0,0,0,0,Técnico en Enfermería
I629S0C151J1V1,629,Ciencias Sociales,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN TRABAJO SOCIAL,Valparaíso,Diurna,CASA CENTRAL (VALPARAISO),$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,69,7,76,23,1,24,41.8%,56.4%,0.0%,1.8%,15,0,15, - , - , 5.6 ,25,0,0,0,0,0,0,0,0,Técnico en Servicio Social
I629S0C151J2V1,629,Ciencias Sociales,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN TRABAJO SOCIAL,Valparaíso,Vespertina,CASA CENTRAL (VALPARAISO),$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,70,7,77,21,6,27,39.6%,60.4%,0.0%,0.0%,21,2,23, - , - , 5.7 ,25,0,0,0,0,0,0,0,0,Técnico en Servicio Social
I629S0C151J4V1,629,Ciencias Sociales,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN TRABAJO SOCIAL,Valparaíso,A Distancia,CASA CENTRAL (VALPARAISO),$ 1.800.000,$ 900.000,5,Técnica de Nivel Superior,21,3,24,21,3,24,55.6%,44.4%,0.0%,0.0%,0,0,0, - , - , 5.7 ,45,0,0,0,0,0,0,0,0,Técnico en Servicio Social
I629S0C156J4V1,629,Ciencias Sociales,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION PUBLICA,Valparaíso,A Distancia,CASA CENTRAL (VALPARAISO),$ 1.800.000,$ 900.000,5,Técnica de Nivel Superior,49,23,72,22,14,36,50.0%,43.2%,6.8%,0.0%,0,0,0, - , - , 5.8 ,75,0,0,0,0,0,0,0,0,Técnico en Administración Pública o Municipal
I629S0C167J4V1,629,Salud,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN OPTICA Y CONTACTOLOGIA,Valparaíso,A Distancia,CASA CENTRAL (VALPARAISO),$ 1.800.000,$ 900.000,6,Técnica de Nivel Superior,135,96,231,51,28,79,36.6%,49.7%,9.0%,4.8%,0,0,0, - , - , 5.6 ,90,0,0,0,0,0,0,0,0,Técnico en Óptica
I629S0C170J1V1,629,Arte y Arquitectura,Centros de Formación Técnica,CFT PUCV,"TECNICO DE NIVEL SUPERIOR EN ESTETICA, COSMETOLOGIA Y TERAPIAS COMPLEMENTARIAS",Valparaíso,Diurna,CASA CENTRAL (VALPARAISO),$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,139,3,142,78,1,79,42.6%,56.6%,0.8%,0.0%,0,0,0, - , - , 5.7 ,30,0,0,0,0,0,0,0,0,Técnico en Peluquería y Estética
I629S0C170J2V1,629,Arte y Arquitectura,Centros de Formación Técnica,CFT PUCV,"TECNICO DE NIVEL SUPERIOR EN ESTETICA, COSMETOLOGIA Y TERAPIAS COMPLEMENTARIAS",Valparaíso,Vespertina,CASA CENTRAL (VALPARAISO),$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,58,0,58,23,0,23,60.0%,36.0%,2.0%,2.0%,0,0,0, - , - , 5.6 ,25,0,0,0,0,0,0,0,0,Técnico en Peluquería y Estética
I629S0C6J2V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN COMERCIO EXTERIOR,Valparaíso,Vespertina,CASA CENTRAL (VALPARAISO),$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,36,19,55,12,7,19,43.5%,45.7%,8.7%,2.2%,7,4,11, - , - , 5.6 ,25,0,0,0,0,0,0,0,0,Técnico en Comercio Exterior
I629S10C100J1V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN LOGISTICA,Valparaíso,Diurna,SEDE SAN ANTONIO,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,30,0,0,0,0,0,0,0,0,Técnico en Logística
I629S10C10J1V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN OPERACIONES PORTUARIAS,Valparaíso,Diurna,SEDE SAN ANTONIO,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,30,0,0,0,0,0,0,0,0,Técnico en Transporte Marítimo y Puertos
I629S10C113J1V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS,Valparaíso,Diurna,SEDE SAN ANTONIO,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,30,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I629S10C116J1V1,629,Educación,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA,Valparaíso,Diurna,SEDE SAN ANTONIO,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,30,0,0,0,0,0,0,0,0,Técnico Asistente del Educador de Párvulos
I629S10C160J1V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN COMPUTACION E INFORMATICA CON ESPECIALIDAD EN CIBERSEGURIDAD,Valparaíso,Diurna,SEDE SAN ANTONIO,$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,30,0,0,0,0,0,0,0,0,Técnico en Computación e Informática
I629S10C170J1V1,629,Arte y Arquitectura,Centros de Formación Técnica,CFT PUCV,"TECNICO DE NIVEL SUPERIOR EN ESTETICA, COSMETOLOGIA Y TERAPIAS COMPLEMENTARIAS",Valparaíso,Diurna,SEDE SAN ANTONIO,$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,30,0,0,0,0,0,0,0,0,Técnico en Peluquería y Estética
I629S10C6J1V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN COMERCIO EXTERIOR,Valparaíso,Diurna,SEDE SAN ANTONIO,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,30,0,0,0,0,0,0,0,0,Técnico en Comercio Exterior
